tsi,ts,date,time,lat,lon,speed,heading,hr,distance_orig,calories,nearest_land_lat,nearest_land_lon,avg_speed_15s,avg_speed_1k,dwid,distance,distance_to_land
1759015698.0007796,2025-09-27 23:28:18.00078-10,2025-09-27,13:28:18,20.9368096566,-156.3394933691,5.31612,338.64,94,,7.082,20.93686904559691,-156.33932678093817,4.3218000000000005,2.8929443478260874,01998e98-a600-79ee-82e5-b6e98bafa701,53.94508614797539,18.51822586498625
1759015700.0007977,2025-09-27 23:28:20.000798-10,2025-09-27,13:28:20,20.9368373481,-156.3395054142,5.38776,334.3,94,,7.082,20.93689742442975,-156.33933689804613,4.5576,2.9968950000000003,01998e98-a600-79ee-82e5-b6e98bafa701,57.26863847396477,18.732541705140946
1759015702.000813,2025-09-27 23:28:22.000813-10,2025-09-27,13:28:22,20.9368630515,-156.3395194263,5.52276,338.79,94,,7.082,20.936924661511142,-156.3393466081175,4.6782449999999995,3.0979296000000005,01998e98-a600-79ee-82e5-b6e98bafa701,60.47586141079306,19.21075954692783
1759015704.0008276,2025-09-27 23:28:24.000828-10,2025-09-27,13:28:24,20.9368846167,-156.3395313519,5.41584,330.3,94,,7.494,20.93694756706125,-156.33935477398973,4.876425,3.187080000000001,01998e98-a600-79ee-82e5-b6e98bafa701,63.17475617083892,19.628694658686193
1759015706.0008411,2025-09-27 23:28:26.000841-10,2025-09-27,13:28:26,20.9369128104,-156.3395444859,5.73552,336.8,94,,7.494,20.93697673588608,-156.33936517273133,5.10669,3.281466666666667,01998e98-a600-79ee-82e5-b6e98bafa701,66.59363335089812,19.932747204465105
1759015708.0008528,2025-09-27 23:28:28.000853-10,2025-09-27,13:28:28,20.9369409263,-156.3395514255,5.60268,340.54,94,,7.948,20.93700387638302,-156.33937484837017,5.263109999999999,3.3643671428571436,01998e98-a600-79ee-82e5-b6e98bafa701,69.80197309547897,19.628601459804855
1759015710.0008626,2025-09-27 23:28:30.000862-10,2025-09-27,13:28:30,20.9369637762,-156.3395539509,5.31792,347.74,94,,7.948,20.9370249484659,-156.33938236060783,5.366745,3.4317310344827594,01998e98-a600-79ee-82e5-b6e98bafa701,72.3562665077272,19.074254021044037
1759015712.0008726,2025-09-27 23:28:32.000872-10,2025-09-27,13:28:32,20.9369846122,-156.3395628565,5.2848,336.95,94,,8.36,20.937046251810354,-156.3393899552907,5.447925,3.4935000000000005,01998e98-a600-79ee-82e5-b6e98bafa701,74.8509051890755,19.21997532685839
1759015714.0008826,2025-09-27 23:28:34.000883-10,2025-09-27,13:28:34,20.9370040544,-156.3395828921,5.2398,332.54,94,,8.36,20.937069838963513,-156.33939836415573,5.438385,3.5498322580645167,01998e98-a600-79ee-82e5-b6e98bafa701,77.85144901943092,20.512419232749927
1759015716.0008898,2025-09-27 23:28:36.00089-10,2025-09-27,13:28:36,20.9370308996,-156.3395916224,5.2398,358.81,94,,8.73,20.937096418449347,-156.33940783979304,5.4198900000000005,3.602643750000001,01998e98-a600-79ee-82e5-b6e98bafa701,80.97115616813186,20.429563173267265
1759015718.000898,2025-09-27 23:28:38.000898-10,2025-09-27,13:28:38,20.9370565587,-156.3395905046,5.1566399999999994,340.46,94,,8.73,20.937118830609258,-156.33941582977073,5.374125000000001,3.649734545454546,01998e98-a600-79ee-82e5-b6e98bafa701,83.82667855966555,19.417125583832988
1759015720.0009046,2025-09-27 23:28:40.000904-10,2025-09-27,13:28:40,20.9370786805,-156.3396004646,5.1566399999999994,333.91,94,,8.73,20.937141608272793,-156.33942395005113,5.341725,3.6940552941176477,01998e98-a600-79ee-82e5-b6e98bafa701,86.49514420720975,19.62162910888427
1759015722.0009112,2025-09-27 23:28:42.000911-10,2025-09-27,13:28:42,20.937101175,-156.3396175878,5.2495199999999995,331.35,94,,9.1,20.93716698234395,-156.33943299595583,5.280974999999999,3.7384971428571436,01998e98-a600-79ee-82e5-b6e98bafa701,89.56413663581364,20.51951083172565
1759015724.0010195,2025-09-27 23:28:44.00102-10,2025-09-27,13:28:44,20.9371219852,-156.3396278735,5.15448,339.07,94,,9.1,20.93718657242148,-156.33943997985577,5.22495,3.7778300000000007,01998e98-a600-79ee-82e5-b6e98bafa701,92.11278300239306,20.792975597298405
1759015726.0010161,2025-09-27 23:28:46.001016-10,2025-09-27,13:28:46,20.9371473095,-156.3396362329,5.114520000000001,342.01,94,,9.47,20.93718657242148,-156.33943997985577,5.1995249999999995,3.8139567567567574,01998e98-a600-79ee-82e5-b6e98bafa701,95.05950418753805,20.8438266053626
1759015728.0009997,2025-09-27 23:28:48.001-10,2025-09-27,13:28:48,20.9371689843,-156.3396461115,5.114520000000001,336.82,94,,9.47,20.937202775749313,-156.33944267123016,5.17824,3.8481821052631586,01998e98-a600-79ee-82e5-b6e98bafa701,97.67889981870309,21.459403990277877
1759015730.0009856,2025-09-27 23:28:50.000986-10,2025-09-27,13:28:50,20.9371944488,-156.339655916,5.16348,336.88,94,,9.793,20.937229141370214,-156.33944705056243,5.168699999999999,3.881907692307693,01998e98-a600-79ee-82e5-b6e98bafa701,100.6879378815453,22.031660972492137
